age,workclass,education,gender,hours-per-week,occupation,income
40, Private, HS-grad, Female,35, Other-service, <=50K
46, Federal-gov, HS-grad, Male,40, Adm-clerical, <=50K
35, Private, Assoc-acdm, Female,60, Exec-managerial, <=50K
34, Private, HS-grad, Female,25, Prof-specialty, <=50K
33, Private, Bachelors, Male,20, Craft-repair, <=50K
41, Private, HS-grad, Female,36, Adm-clerical, <=50K
20, Private, Some-college, Male,40, Machine-op-inspct, <=50K
23, Private, 5th-6th, Male,40, Other-service, <=50K
26, Private, Some-college, Female,35, Prof-specialty, <=50K
72, ?, HS-grad, Male,20, ?, <=50K
23, Local-gov, HS-grad, Male,40, Farming-fishing, <=50K
62, Local-gov, HS-grad, Male,40, Transport-moving, <=50K
52, Private, Some-college, Male,40, Adm-clerical, <=50K
58, Private, Some-college, Female,42, Other-service, <=50K
25, Private, Bachelors, Female,40, Sales, <=50K
24, Private, Bachelors, Male,40, Exec-managerial, <=50K
19, Private, Some-college, Male,8, Protective-serv, <=50K
43, Private, Some-college, Male,40, Exec-managerial, <=50K
47, Local-gov, HS-grad, Female,40, Adm-clerical, <=50K
39, Private, HS-grad, Female,40, Other-service, <=50K
49, Private, Assoc-voc, Male,42, Handlers-cleaners, <=50K
53, ?, 5th-6th, Female,30, ?, <=50K
32, Private, Assoc-voc, Male,45, Craft-repair, <=50K
34, Private, Some-college, Male,50, Prof-specialty, >50K
28, Private, HS-grad, Male,45, Craft-repair, <=50K
57, ?, Assoc-voc, Female,38, ?, <=50K
25, Private, Some-college, Female,20, Adm-clerical, <=50K
20, ?, Some-college, Male,24, ?, <=50K
21, ?, Some-college, Female,35, ?, <=50K
34, Private, Bachelors, Male,50, Prof-specialty, >50K
38, Self-emp-inc, Bachelors, Male,80, Exec-managerial, >50K
50, Private, HS-grad, Male,50, Exec-managerial, >50K
24, Local-gov, Some-college, Male,50, Handlers-cleaners, <=50K
37, Local-gov, Some-college, Male,45, Tech-support, >50K
44, Private, Some-college, Male,58, Machine-op-inspct, >50K
28, Private, Some-college, Female,40, Sales, <=50K
42, Private, Bachelors, Male,40, Exec-managerial, >50K
74, Private, Some-college, Female,9, Adm-clerical, <=50K
38, Self-emp-not-inc, HS-grad, Male,50, Craft-repair, <=50K
44, Self-emp-not-inc, Masters, Male,40, Prof-specialty, <=50K
44, Private, 11th, Female,46, Machine-op-inspct, <=50K
26, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
36, Private, HS-grad, Male,40, Other-service, <=50K
41, Private, Assoc-acdm, Female,50, Exec-managerial, >50K
67, Private, Prof-school, Male,48, Prof-specialty, >50K
39, Local-gov, 12th, Male,50, Tech-support, <=50K
57, Private, 1st-4th, Female,30, Priv-house-serv, <=50K
29, Private, Assoc-voc, Male,40, Craft-repair, <=50K
31, Self-emp-inc, Bachelors, Female,45, Farming-fishing, <=50K
34, ?, HS-grad, Female,40, ?, <=50K
44, Private, Some-college, Male,40, Transport-moving, <=50K
29, Private, Doctorate, Male,40, Prof-specialty, <=50K
30, Private, Some-college, Female,40, Handlers-cleaners, <=50K
27, Private, HS-grad, Male,40, Transport-moving, <=50K
27, Private, Some-college, Male,50, Sales, <=50K
32, Private, HS-grad, Female,45, Handlers-cleaners, <=50K
58, Private, 10th, Female,8, Other-service, <=50K
35, Local-gov, Some-college, Male,40, Protective-serv, <=50K
21, Private, HS-grad, Male,36, Handlers-cleaners, <=50K
28, Private, Some-college, Male,40, Craft-repair, <=50K
46, Self-emp-not-inc, Some-college, Male,50, Exec-managerial, <=50K
36, Self-emp-not-inc, HS-grad, Female,40, Other-service, <=50K
72, Private, 11th, Female,40, Adm-clerical, <=50K
35, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
33, Federal-gov, Assoc-voc, Female,40, Craft-repair, >50K
69, Private, 11th, Female,40, Machine-op-inspct, <=50K
35, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
31, Private, HS-grad, Female,20, Adm-clerical, <=50K
34, Private, HS-grad, Female,32, Tech-support, <=50K
30, Private, 11th, Male,40, Other-service, <=50K
28, Private, Bachelors, Male,55, Transport-moving, <=50K
54, Private, Bachelors, Male,35, Sales, >50K
47, Private, Some-college, Male,50, Prof-specialty, >50K
24, Private, HS-grad, Female,40, Handlers-cleaners, <=50K
52, Self-emp-not-inc, Bachelors, Male,60, Prof-specialty, >50K
20, Private, HS-grad, Male,48, Handlers-cleaners, <=50K
43, Self-emp-inc, Masters, Male,45, Exec-managerial, <=50K
45, Private, 7th-8th, Female,40, Other-service, <=50K
29, Self-emp-not-inc, HS-grad, Male,35, Craft-repair, <=50K
47, Private, Masters, Male,42, Exec-managerial, <=50K
24, Private, HS-grad, Male,40, Craft-repair, <=50K
51, Private, HS-grad, Male,40, Prof-specialty, <=50K
17, Private, 11th, Male,12, Sales, <=50K
37, Private, Assoc-voc, Male,40, Craft-repair, >50K
27, Private, Doctorate, Female,70, Prof-specialty, <=50K
29, Private, Bachelors, Male,40, Exec-managerial, >50K
18, ?, 12th, Male,25, ?, <=50K
36, Self-emp-not-inc, Assoc-acdm, Female,35, Sales, <=50K
58, Local-gov, Bachelors, Female,40, Prof-specialty, <=50K
26, Self-emp-not-inc, Some-college, Male,45, Craft-repair, <=50K
65, ?, Some-college, Male,30, ?, >50K
57, Private, HS-grad, Male,40, Sales, >50K
59, Private, HS-grad, Male,40, Craft-repair, <=50K
27, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
31, Self-emp-not-inc, Bachelors, Male,40, Tech-support, <=50K
21, Private, Some-college, Female,24, Sales, <=50K
29, Private, Some-college, Male,60, Adm-clerical, <=50K
18, Private, 11th, Male,40, Other-service, <=50K
52, Private, 10th, Male,47, Craft-repair, >50K
57, Self-emp-inc, Bachelors, Male,80, Prof-specialty, <=50K
42, ?, HS-grad, Male,40, ?, <=50K
55, ?, HS-grad, Female,40, ?, <=50K
60, Private, 7th-8th, Male,48, Transport-moving, >50K
31, Private, Bachelors, Male,40, Prof-specialty, >50K
23, Private, Bachelors, Female,40, Adm-clerical, <=50K
27, Private, HS-grad, Male,40, Sales, <=50K
23, ?, Some-college, Female,25, ?, <=50K
42, Self-emp-not-inc, Prof-school, Male,50, Prof-specialty, >50K
25, Private, Some-college, Male,40, Tech-support, <=50K
49, Private, Bachelors, Female,45, Prof-specialty, <=50K
32, Private, Bachelors, Male,40, Tech-support, <=50K
19, Private, Some-college, Male,28, Adm-clerical, <=50K
60, Private, 7th-8th, Female,40, Other-service, <=50K
42, Local-gov, 9th, Male,40, Other-service, <=50K
35, Self-emp-not-inc, Assoc-acdm, Male,40, Farming-fishing, <=50K
48, Private, HS-grad, Female,37, Adm-clerical, <=50K
51, Private, Masters, Male,40, Craft-repair, >50K
29, Private, HS-grad, Male,40, Craft-repair, <=50K
36, Local-gov, HS-grad, Male,40, Exec-managerial, <=50K
17, Private, 10th, Female,21, Other-service, <=50K
52, Private, Masters, Female,60, Prof-specialty, <=50K
24, Private, HS-grad, Male,40, Craft-repair, <=50K
24, Private, HS-grad, Male,50, Handlers-cleaners, <=50K
26, Local-gov, Bachelors, Male,40, Prof-specialty, <=50K
27, Private, Bachelors, Female,20, Other-service, <=50K
39, Private, HS-grad, Male,60, Handlers-cleaners, <=50K
30, Private, HS-grad, Male,45, Transport-moving, <=50K
50, Self-emp-not-inc, HS-grad, Male,32, Exec-managerial, <=50K
52, Self-emp-inc, Bachelors, Male,55, Sales, <=50K
46, Private, Prof-school, Male,45, Prof-specialty, >50K
23, Private, Bachelors, Female,20, Sales, <=50K
45, Private, 11th, Female,20, Other-service, <=50K
65, Private, 9th, Female,24, Priv-house-serv, <=50K
29, Private, Assoc-voc, Male,55, Transport-moving, <=50K
47, Private, 9th, Male,40, Handlers-cleaners, <=50K
30, Private, HS-grad, Male,60, Farming-fishing, <=50K
34, Private, HS-grad, Male,45, Sales, >50K
38, Self-emp-not-inc, HS-grad, Male,64, Sales, <=50K
33, Private, Some-college, Male,40, Exec-managerial, >50K
49, Private, Bachelors, Male,26, Sales, >50K
47, Self-emp-not-inc, Some-college, Female,40, Other-service, <=50K
49, Local-gov, 10th, Female,40, Other-service, <=50K
43, Private, Some-college, Male,60, Craft-repair, >50K
30, Private, Bachelors, Female,40, Adm-clerical, >50K
58, Self-emp-not-inc, HS-grad, Male,60, Craft-repair, <=50K
19, Private, HS-grad, Female,14, Other-service, <=50K
21, Private, Bachelors, Male,40, Handlers-cleaners, <=50K
33, Private, Bachelors, Male,60, Exec-managerial, >50K
47, Self-emp-inc, 5th-6th, Male,50, Transport-moving, <=50K
52, Self-emp-not-inc, Doctorate, Male,60, Prof-specialty, >50K
26, Private, HS-grad, Male,55, Craft-repair, <=50K
60, Private, HS-grad, Male,40, Craft-repair, <=50K
21, Private, Some-college, Male,40, Handlers-cleaners, <=50K
36, Private, Some-college, Male,50, Sales, >50K
31, Private, Some-college, Male,45, Craft-repair, <=50K
50, Self-emp-inc, Doctorate, Male,40, Prof-specialty, >50K
31, Local-gov, HS-grad, Female,40, Adm-clerical, <=50K
71, Private, HS-grad, Male,15, Craft-repair, <=50K
58, ?, HS-grad, Male,50, ?, <=50K
30, State-gov, Bachelors, Male,40, Tech-support, >50K
20, Private, Some-college, Male,20, Other-service, <=50K
24, Private, HS-grad, Male,50, Exec-managerial, <=50K
35, Private, Doctorate, Male,40, Prof-specialty, >50K
38, State-gov, Some-college, Female,45, Exec-managerial, <=50K
27, Private, HS-grad, Female,32, Machine-op-inspct, <=50K
29, State-gov, Some-college, Female,40, Adm-clerical, <=50K
70, ?, 9th, Female,15, ?, <=50K
34, Private, HS-grad, Male,45, Craft-repair, <=50K
44, Private, 7th-8th, Male,35, Craft-repair, <=50K
43, Private, HS-grad, Male,40, Machine-op-inspct, >50K
44, Self-emp-not-inc, 12th, Male,40, Handlers-cleaners, >50K
35, Private, Masters, Male,60, Sales, <=50K
27, Private, Some-college, Male,40, Prof-specialty, <=50K
43, Local-gov, Masters, Male,38, Prof-specialty, <=50K
20, Private, Some-college, Female,25, Sales, <=50K
42, Private, Assoc-acdm, Female,40, Prof-specialty, >50K
27, State-gov, Some-college, Male,40, Transport-moving, <=50K
42, Private, HS-grad, Male,40, Craft-repair, >50K
20, ?, 11th, Female,40, ?, <=50K
24, Private, 9th, Male,40, Machine-op-inspct, <=50K
48, Federal-gov, Some-college, Male,40, Exec-managerial, <=50K
17, ?, 11th, Female,20, ?, <=50K
17, Self-emp-not-inc, 11th, Male,10, Farming-fishing, <=50K
33, Private, Bachelors, Male,40, Exec-managerial, >50K
50, Self-emp-inc, HS-grad, Male,50, Sales, >50K
22, Private, HS-grad, Female,40, Sales, <=50K
17, Private, 12th, Male,16, Other-service, <=50K
32, Private, Some-college, Male,40, Adm-clerical, <=50K
31, Private, HS-grad, Male,45, Craft-repair, <=50K
58, Self-emp-not-inc, HS-grad, Male,50, Exec-managerial, <=50K
29, Local-gov, HS-grad, Male,48, Protective-serv, <=50K
37, Private, Assoc-voc, Male,40, Craft-repair, >50K
34, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, >50K
23, Local-gov, Some-college, Male,40, Exec-managerial, <=50K
18, State-gov, 11th, Female,5, Adm-clerical, <=50K
34, Private, HS-grad, Female,40, Exec-managerial, <=50K
66, ?, 7th-8th, Male,4, ?, <=50K
45, Local-gov, Bachelors, Female,55, Prof-specialty, <=50K
41, Private, Masters, Male,35, Exec-managerial, <=50K
26, Private, HS-grad, Male,30, Other-service, <=50K
54, Local-gov, Some-college, Male,40, Farming-fishing, <=50K
24, Private, Some-college, Female,45, Machine-op-inspct, <=50K
42, Private, Some-college, Male,50, Prof-specialty, <=50K
20, Private, Some-college, Male,20, Prof-specialty, <=50K
23, State-gov, Bachelors, Female,20, Tech-support, <=50K
25, ?, Assoc-acdm, Male,45, ?, <=50K
35, Private, Masters, Male,60, Prof-specialty, >50K
31, Private, Masters, Male,40, Tech-support, >50K
30, Private, Bachelors, Female,40, Prof-specialty, <=50K
19, Private, HS-grad, Female,20, Sales, <=50K
36, Local-gov, Bachelors, Male,50, Prof-specialty, <=50K
31, Private, Bachelors, Female,40, Sales, <=50K
21, Private, Some-college, Male,30, Handlers-cleaners, <=50K
31, Self-emp-not-inc, Some-college, Male,40, Craft-repair, <=50K
46, Private, Doctorate, Female,65, Prof-specialty, >50K
44, Private, Bachelors, Female,50, Exec-managerial, >50K
40, Private, 12th, Male,40, Other-service, <=50K
45, Private, Some-college, Male,40, Sales, <=50K
60, Private, HS-grad, Male,35, Craft-repair, <=50K
18, Private, 11th, Male,25, Other-service, <=50K
28, Private, Bachelors, Male,40, Prof-specialty, <=50K
36, Private, Some-college, Female,40, Adm-clerical, <=50K
36, Private, Bachelors, Male,40, Prof-specialty, <=50K
40, Private, Assoc-voc, Male,40, Tech-support, <=50K
36, Local-gov, Bachelors, Female,35, Adm-clerical, <=50K
31, Private, HS-grad, Female,40, Other-service, <=50K
33, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
19, State-gov, HS-grad, Female,40, Tech-support, <=50K
22, Private, Some-college, Female,15, Sales, <=50K
34, Private, Bachelors, Male,45, Exec-managerial, >50K
33, Private, HS-grad, Male,40, Other-service, <=50K
41, Private, HS-grad, Male,60, Craft-repair, <=50K
29, Private, Bachelors, Male,40, Prof-specialty, <=50K
50, Local-gov, HS-grad, Male,42, Exec-managerial, >50K
42, Private, Bachelors, Male,45, Exec-managerial, >50K
43, Private, Bachelors, Male,40, Prof-specialty, >50K
44, Private, HS-grad, Female,40, Sales, <=50K
20, Private, Some-college, Female,20, Other-service, <=50K
31, Private, HS-grad, Male,40, Other-service, <=50K
65, Self-emp-not-inc, 11th, Male,59, Exec-managerial, >50K
23, Private, Some-college, Female,24, Other-service, <=50K
55, Private, Some-college, Female,40, Adm-clerical, <=50K
26, Private, Assoc-voc, Male,45, Adm-clerical, <=50K
25, Private, Assoc-voc, Female,15, Other-service, <=50K
45, ?, Some-college, Female,40, ?, <=50K
35, Private, Some-college, Male,40, Craft-repair, <=50K
36, Private, Some-college, Female,36, Sales, <=50K
43, State-gov, Bachelors, Male,50, Prof-specialty, <=50K
56, Private, HS-grad, Female,20, Other-service, <=50K
42, Private, Bachelors, Male,40, Tech-support, >50K
19, Private, Some-college, Female,25, Other-service, <=50K
55, Self-emp-not-inc, HS-grad, Male,72, Transport-moving, <=50K
42, Private, Masters, Female,50, Exec-managerial, >50K
26, Private, Assoc-voc, Male,40, Tech-support, <=50K
17, Private, 12th, Male,20, Handlers-cleaners, <=50K
42, Local-gov, Bachelors, Female,40, Prof-specialty, >50K
55, Private, HS-grad, Male,40, Transport-moving, >50K
32, Private, Some-college, Female,40, Adm-clerical, <=50K
29, Private, 11th, Male,40, Craft-repair, <=50K
46, State-gov, Bachelors, Male,37, Prof-specialty, <=50K
29, State-gov, Bachelors, Male,40, Exec-managerial, >50K
22, Private, Bachelors, Male,20, Prof-specialty, <=50K
58, Self-emp-not-inc, 10th, Male,40, Craft-repair, <=50K
23, Private, HS-grad, Male,50, Transport-moving, <=50K
39, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
27, Private, Assoc-voc, Male,38, Craft-repair, <=50K
54, Private, HS-grad, Male,40, Transport-moving, >50K
33, Local-gov, Bachelors, Female,45, Prof-specialty, <=50K
46, Federal-gov, HS-grad, Female,40, Adm-clerical, >50K
37, Private, HS-grad, Male,40, Farming-fishing, <=50K
36, Private, HS-grad, Female,18, Other-service, <=50K
59, Local-gov, HS-grad, Female,38, Adm-clerical, >50K
34, Local-gov, HS-grad, Male,40, Protective-serv, <=50K
53, Self-emp-inc, Doctorate, Male,70, Exec-managerial, >50K
51, Private, Bachelors, Male,55, Sales, >50K
32, Private, 10th, Female,42, Other-service, <=50K
31, State-gov, Some-college, Male,40, Other-service, <=50K
22, Private, Some-college, Female,30, Sales, <=50K
47, Self-emp-not-inc, Bachelors, Female,50, Sales, <=50K
32, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
26, Private, Some-college, Female,38, Farming-fishing, <=50K
37, Private, 5th-6th, Male,32, Farming-fishing, <=50K
31, Private, HS-grad, Male,55, Craft-repair, <=50K
37, Private, Assoc-voc, Female,24, Tech-support, >50K
55, Private, HS-grad, Male,38, Sales, <=50K
23, Local-gov, Assoc-voc, Male,56, Tech-support, <=50K
36, Private, Some-college, Female,40, Adm-clerical, <=50K
34, Private, Masters, Male,40, Prof-specialty, <=50K
43, Private, Bachelors, Male,50, Sales, >50K
54, Private, Some-college, Male,40, Tech-support, <=50K
43, State-gov, Some-college, Male,40, Craft-repair, <=50K
28, Private, Assoc-voc, Female,42, Machine-op-inspct, <=50K
40, Private, Assoc-voc, Male,50, Exec-managerial, >50K
41, Self-emp-not-inc, Some-college, Male,60, Exec-managerial, <=50K
40, Private, Bachelors, Female,55, Sales, >50K
42, Private, Some-college, Female,38, Adm-clerical, <=50K
61, Self-emp-not-inc, HS-grad, Male,50, Farming-fishing, <=50K
18, Private, 12th, Male,30, Machine-op-inspct, <=50K
59, ?, HS-grad, Male,16, ?, <=50K
21, ?, HS-grad, Female,40, ?, <=50K
48, Private, Assoc-voc, Male,50, Tech-support, >50K
41, Self-emp-inc, Bachelors, Male,40, Tech-support, <=50K
18, ?, Some-college, Male,33, ?, <=50K
23, Private, HS-grad, Female,40, Sales, <=50K
60, Private, HS-grad, Male,60, Transport-moving, >50K
22, Private, Some-college, Male,20, Other-service, <=50K
61, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
25, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
46, Private, Masters, Male,35, Tech-support, >50K
43, Private, Bachelors, Male,40, Exec-managerial, >50K
43, Private, Assoc-acdm, Male,40, Craft-repair, <=50K
24, Private, HS-grad, Male,30, Other-service, <=50K
68, Self-emp-not-inc, 11th, Male,20, Farming-fishing, <=50K
31, Private, HS-grad, Female,38, Adm-clerical, <=50K
17, Private, 11th, Female,20, Sales, <=50K
32, Private, HS-grad, Male,48, Craft-repair, >50K
50, ?, Masters, Male,40, ?, <=50K
33, Private, Bachelors, Male,47, Prof-specialty, >50K
64, Private, Bachelors, Male,40, Prof-specialty, >50K
20, Private, HS-grad, Male,30, Transport-moving, <=50K
30, Private, HS-grad, Female,36, Other-service, <=50K
22, ?, Some-college, Male,40, ?, <=50K
43, Private, Some-college, Male,45, Exec-managerial, <=50K
22, Private, Some-college, Male,40, Adm-clerical, <=50K
17, Private, 10th, Male,20, Farming-fishing, <=50K
47, Self-emp-not-inc, HS-grad, Female,75, Other-service, <=50K
41, Private, Assoc-voc, Female,60, Prof-specialty, <=50K
56, Private, Some-college, Male,50, Craft-repair, >50K
64, Private, HS-grad, Male,45, Transport-moving, <=50K
47, Private, HS-grad, Male,50, Transport-moving, >50K
48, Private, Assoc-voc, Male,40, Adm-clerical, <=50K
31, Private, Masters, Female,46, Prof-specialty, <=50K
29, Private, Assoc-voc, Male,40, Tech-support, <=50K
30, Private, HS-grad, Female,40, Adm-clerical, <=50K
32, Private, HS-grad, Male,60, Exec-managerial, <=50K
57, Private, HS-grad, Male,42, Transport-moving, >50K
62, Private, HS-grad, Female,40, Other-service, <=50K
39, Private, HS-grad, Female,24, Machine-op-inspct, <=50K
43, Private, Some-college, Male,25, Adm-clerical, <=50K
24, Self-emp-inc, Bachelors, Male,40, Sales, <=50K
42, ?, 11th, Male,15, ?, <=50K
53, Private, Some-college, Female,40, Adm-clerical, >50K
26, Private, Some-college, Male,40, Handlers-cleaners, <=50K
73, Self-emp-not-inc, HS-grad, Male,40, Exec-managerial, <=50K
72, ?, 11th, Female,24, ?, <=50K
55, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
25, Private, HS-grad, Male,40, Adm-clerical, <=50K
